spot_id,patient_id,region
PAT002_SPOT_15_11,PAT002-BC-2026,tumor_core
PAT002_SPOT_15_12,PAT002-BC-2026,tumor_core
PAT002_SPOT_15_13,PAT002-BC-2026,tumor_core
PAT002_SPOT_15_14,PAT002-BC-2026,tumor_core
PAT002_SPOT_15_15,PAT002-BC-2026,tumor_core
PAT002_SPOT_15_16,PAT002-BC-2026,tumor_core
PAT002_SPOT_15_17,PAT002-BC-2026,tumor_core
PAT002_SPOT_15_18,PAT002-BC-2026,tumor_core
PAT002_SPOT_15_19,PAT002-BC-2026,tumor_core
PAT002_SPOT_15_20,PAT002-BC-2026,tumor_core
PAT002_SPOT_15_21,PAT002-BC-2026,tumor_core
PAT002_SPOT_15_22,PAT002-BC-2026,tumor_core
PAT002_SPOT_15_23,PAT002-BC-2026,tumor_core
PAT002_SPOT_15_24,PAT002-BC-2026,tumor_core
PAT002_SPOT_15_25,PAT002-BC-2026,stroma
PAT002_SPOT_15_26,PAT002-BC-2026,immune_infiltrate
PAT002_SPOT_15_27,PAT002-BC-2026,immune_infiltrate
PAT002_SPOT_15_28,PAT002-BC-2026,stroma
PAT002_SPOT_15_29,PAT002-BC-2026,adipose
PAT002_SPOT_16_00,PAT002-BC-2026,adipose
PAT002_SPOT_16_01,PAT002-BC-2026,adipose
PAT002_SPOT_16_02,PAT002-BC-2026,stroma
PAT002_SPOT_16_03,PAT002-BC-2026,immune_infiltrate
PAT002_SPOT_16_04,PAT002-BC-2026,immune_infiltrate
PAT002_SPOT_16_05,PAT002-BC-2026,immune_infiltrate
PAT002_SPOT_16_06,PAT002-BC-2026,tumor_core
PAT002_SPOT_16_07,PAT002-BC-2026,tumor_core
PAT002_SPOT_16_08,PAT002-BC-2026,tumor_core
PAT002_SPOT_16_09,PAT002-BC-2026,tumor_core
PAT002_SPOT_16_10,PAT002-BC-2026,tumor_core
PAT002_SPOT_16_11,PAT002-BC-2026,tumor_core
PAT002_SPOT_16_12,PAT002-BC-2026,tumor_core
PAT002_SPOT_16_13,PAT002-BC-2026,tumor_core
PAT002_SPOT_16_14,PAT002-BC-2026,tumor_core
PAT002_SPOT_16_15,PAT002-BC-2026,tumor_core
PAT002_SPOT_16_16,PAT002-BC-2026,tumor_core
PAT002_SPOT_16_17,PAT002-BC-2026,tumor_core
PAT002_SPOT_16_18,PAT002-BC-2026,tumor_core
PAT002_SPOT_16_19,PAT002-BC-2026,tumor_core
PAT002_SPOT_16_20,PAT002-BC-2026,tumor_core
PAT002_SPOT_16_21,PAT002-BC-2026,tumor_core
PAT002_SPOT_16_22,PAT002-BC-2026,tumor_core
PAT002_SPOT_16_23,PAT002-BC-2026,tumor_core
PAT002_SPOT_16_24,PAT002-BC-2026,tumor_core
PAT002_SPOT_16_25,PAT002-BC-2026,stroma
PAT002_SPOT_16_26,PAT002-BC-2026,immune_infiltrate
PAT002_SPOT_16_27,PAT002-BC-2026,stroma
PAT002_SPOT_16_28,PAT002-BC-2026,stroma
PAT002_SPOT_16_29,PAT002-BC-2026,adipose
PAT002_SPOT_17_00,PAT002-BC-2026,adipose
PAT002_SPOT_17_01,PAT002-BC-2026,adipose
PAT002_SPOT_17_02,PAT002-BC-2026,stroma
PAT002_SPOT_17_03,PAT002-BC-2026,immune_infiltrate
PAT002_SPOT_17_04,PAT002-BC-2026,immune_infiltrate
PAT002_SPOT_17_05,PAT002-BC-2026,stroma
PAT002_SPOT_17_06,PAT002-BC-2026,tumor_core
PAT002_SPOT_17_07,PAT002-BC-2026,tumor_core
PAT002_SPOT_17_08,PAT002-BC-2026,tumor_core
PAT002_SPOT_17_09,PAT002-BC-2026,tumor_core
PAT002_SPOT_17_10,PAT002-BC-2026,tumor_core
PAT002_SPOT_17_11,PAT002-BC-2026,tumor_core
PAT002_SPOT_17_12,PAT002-BC-2026,tumor_core
PAT002_SPOT_17_13,PAT002-BC-2026,tumor_core
PAT002_SPOT_17_14,PAT002-BC-2026,tumor_core
PAT002_SPOT_17_15,PAT002-BC-2026,tumor_core
PAT002_SPOT_17_16,PAT002-BC-2026,tumor_core
PAT002_SPOT_17_17,PAT002-BC-2026,tumor_core
PAT002_SPOT_17_18,PAT002-BC-2026,tumor_core
PAT002_SPOT_17_19,PAT002-BC-2026,tumor_core
PAT002_SPOT_17_20,PAT002-BC-2026,tumor_core
PAT002_SPOT_17_21,PAT002-BC-2026,tumor_core
PAT002_SPOT_17_22,PAT002-BC-2026,tumor_core
PAT002_SPOT_17_23,PAT002-BC-2026,tumor_core
PAT002_SPOT_17_24,PAT002-BC-2026,tumor_core
PAT002_SPOT_17_25,PAT002-BC-2026,stroma
PAT002_SPOT_17_26,PAT002-BC-2026,stroma
PAT002_SPOT_17_27,PAT002-BC-2026,stroma
PAT002_SPOT_17_28,PAT002-BC-2026,stroma
PAT002_SPOT_17_29,PAT002-BC-2026,adipose
PAT002_SPOT_18_00,PAT002-BC-2026,adipose
PAT002_SPOT_18_01,PAT002-BC-2026,adipose
PAT002_SPOT_18_02,PAT002-BC-2026,stroma
PAT002_SPOT_18_03,PAT002-BC-2026,immune_infiltrate
PAT002_SPOT_18_04,PAT002-BC-2026,immune_infiltrate
PAT002_SPOT_18_05,PAT002-BC-2026,stroma
PAT002_SPOT_18_06,PAT002-BC-2026,tumor_core
PAT002_SPOT_18_07,PAT002-BC-2026,tumor_core
PAT002_SPOT_18_08,PAT002-BC-2026,tumor_core
PAT002_SPOT_18_09,PAT002-BC-2026,tumor_core
PAT002_SPOT_18_10,PAT002-BC-2026,tumor_core
PAT002_SPOT_18_11,PAT002-BC-2026,tumor_core
PAT002_SPOT_18_12,PAT002-BC-2026,tumor_core
PAT002_SPOT_18_13,PAT002-BC-2026,tumor_core
PAT002_SPOT_18_14,PAT002-BC-2026,tumor_core
PAT002_SPOT_18_15,PAT002-BC-2026,tumor_core
PAT002_SPOT_18_16,PAT002-BC-2026,tumor_core
PAT002_SPOT_18_17,PAT002-BC-2026,tumor_core
PAT002_SPOT_18_18,PAT002-BC-2026,tumor_core
PAT002_SPOT_18_19,PAT002-BC-2026,tumor_core
PAT002_SPOT_18_20,PAT002-BC-2026,tumor_core
PAT002_SPOT_18_21,PAT002-BC-2026,tumor_core
PAT002_SPOT_18_22,PAT002-BC-2026,tumor_core
PAT002_SPOT_18_23,PAT002-BC-2026,tumor_core
PAT002_SPOT_18_24,PAT002-BC-2026,tumor_core
PAT002_SPOT_18_25,PAT002-BC-2026,stroma
PAT002_SPOT_18_26,PAT002-BC-2026,stroma
PAT002_SPOT_18_27,PAT002-BC-2026,immune_infiltrate
PAT002_SPOT_18_28,PAT002-BC-2026,immune_infiltrate
PAT002_SPOT_18_29,PAT002-BC-2026,adipose
PAT002_SPOT_19_00,PAT002-BC-2026,adipose
PAT002_SPOT_19_01,PAT002-BC-2026,adipose
PAT002_SPOT_19_02,PAT002-BC-2026,immune_infiltrate
PAT002_SPOT_19_03,PAT002-BC-2026,stroma
PAT002_SPOT_19_04,PAT002-BC-2026,stroma
PAT002_SPOT_19_05,PAT002-BC-2026,stroma
PAT002_SPOT_19_06,PAT002-BC-2026,tumor_core
PAT002_SPOT_19_07,PAT002-BC-2026,tumor_core
PAT002_SPOT_19_08,PAT002-BC-2026,tumor_core
PAT002_SPOT_19_09,PAT002-BC-2026,tumor_core
PAT002_SPOT_19_10,PAT002-BC-2026,tumor_core
PAT002_SPOT_19_11,PAT002-BC-2026,tumor_core
PAT002_SPOT_19_12,PAT002-BC-2026,tumor_core
PAT002_SPOT_19_13,PAT002-BC-2026,tumor_core
PAT002_SPOT_19_14,PAT002-BC-2026,tumor_core
PAT002_SPOT_19_15,PAT002-BC-2026,tumor_core
PAT002_SPOT_19_16,PAT002-BC-2026,tumor_core
PAT002_SPOT_19_17,PAT002-BC-2026,tumor_core
PAT002_SPOT_19_18,PAT002-BC-2026,tumor_core
PAT002_SPOT_19_19,PAT002-BC-2026,tumor_core
PAT002_SPOT_19_20,PAT002-BC-2026,tumor_core
PAT002_SPOT_19_21,PAT002-BC-2026,tumor_core
PAT002_SPOT_19_22,PAT002-BC-2026,tumor_core
PAT002_SPOT_19_23,PAT002-BC-2026,tumor_core
PAT002_SPOT_19_24,PAT002-BC-2026,tumor_core
PAT002_SPOT_19_25,PAT002-BC-2026,immune_infiltrate
PAT002_SPOT_19_26,PAT002-BC-2026,stroma
PAT002_SPOT_19_27,PAT002-BC-2026,immune_infiltrate
PAT002_SPOT_19_28,PAT002-BC-2026,immune_infiltrate
PAT002_SPOT_19_29,PAT002-BC-2026,adipose
PAT002_SPOT_20_00,PAT002-BC-2026,adipose
PAT002_SPOT_20_01,PAT002-BC-2026,adipose
PAT002_SPOT_20_02,PAT002-BC-2026,immune_infiltrate
PAT002_SPOT_20_03,PAT002-BC-2026,stroma
PAT002_SPOT_20_04,PAT002-BC-2026,stroma
PAT002_SPOT_20_05,PAT002-BC-2026,stroma
PAT002_SPOT_20_06,PAT002-BC-2026,stroma
PAT002_SPOT_20_07,PAT002-BC-2026,tumor_core
PAT002_SPOT_20_08,PAT002-BC-2026,tumor_core
PAT002_SPOT_20_09,PAT002-BC-2026,tumor_core
PAT002_SPOT_20_10,PAT002-BC-2026,tumor_core
PAT002_SPOT_20_11,PAT002-BC-2026,tumor_core
PAT002_SPOT_20_12,PAT002-BC-2026,tumor_core
PAT002_SPOT_20_13,PAT002-BC-2026,tumor_core
PAT002_SPOT_20_14,PAT002-BC-2026,tumor_core
PAT002_SPOT_20_15,PAT002-BC-2026,tumor_core
PAT002_SPOT_20_16,PAT002-BC-2026,tumor_core
PAT002_SPOT_20_17,PAT002-BC-2026,tumor_core
PAT002_SPOT_20_18,PAT002-BC-2026,tumor_core
PAT002_SPOT_20_19,PAT002-BC-2026,tumor_core
PAT002_SPOT_20_20,PAT002-BC-2026,tumor_core
PAT002_SPOT_20_21,PAT002-BC-2026,tumor_core
PAT002_SPOT_20_22,PAT002-BC-2026,tumor_core
PAT002_SPOT_20_23,PAT002-BC-2026,tumor_core
PAT002_SPOT_20_24,PAT002-BC-2026,stroma
PAT002_SPOT_20_25,PAT002-BC-2026,immune_infiltrate
PAT002_SPOT_20_26,PAT002-BC-2026,stroma
PAT002_SPOT_20_27,PAT002-BC-2026,stroma
PAT002_SPOT_20_28,PAT002-BC-2026,stroma
PAT002_SPOT_20_29,PAT002-BC-2026,adipose
PAT002_SPOT_21_00,PAT002-BC-2026,adipose
PAT002_SPOT_21_01,PAT002-BC-2026,adipose
PAT002_SPOT_21_02,PAT002-BC-2026,adipose
PAT002_SPOT_21_03,PAT002-BC-2026,stroma
PAT002_SPOT_21_04,PAT002-BC-2026,immune_infiltrate
PAT002_SPOT_21_05,PAT002-BC-2026,immune_infiltrate
PAT002_SPOT_21_06,PAT002-BC-2026,immune_infiltrate
PAT002_SPOT_21_07,PAT002-BC-2026,stroma
PAT002_SPOT_21_08,PAT002-BC-2026,tumor_core
PAT002_SPOT_21_09,PAT002-BC-2026,tumor_core
PAT002_SPOT_21_10,PAT002-BC-2026,tumor_core
PAT002_SPOT_21_11,PAT002-BC-2026,tumor_core
PAT002_SPOT_21_12,PAT002-BC-2026,tumor_core
PAT002_SPOT_21_13,PAT002-BC-2026,tumor_core
PAT002_SPOT_21_14,PAT002-BC-2026,tumor_core
PAT002_SPOT_21_15,PAT002-BC-2026,tumor_core
PAT002_SPOT_21_16,PAT002-BC-2026,tumor_core
PAT002_SPOT_21_17,PAT002-BC-2026,tumor_core
PAT002_SPOT_21_18,PAT002-BC-2026,tumor_core
PAT002_SPOT_21_19,PAT002-BC-2026,tumor_core
PAT002_SPOT_21_20,PAT002-BC-2026,tumor_core
PAT002_SPOT_21_21,PAT002-BC-2026,tumor_core
PAT002_SPOT_21_22,PAT002-BC-2026,tumor_core
PAT002_SPOT_21_23,PAT002-BC-2026,immune_infiltrate
PAT002_SPOT_21_24,PAT002-BC-2026,immune_infiltrate
PAT002_SPOT_21_25,PAT002-BC-2026,stroma
PAT002_SPOT_21_26,PAT002-BC-2026,stroma
PAT002_SPOT_21_27,PAT002-BC-2026,immune_infiltrate
PAT002_SPOT_21_28,PAT002-BC-2026,adipose
PAT002_SPOT_21_29,PAT002-BC-2026,adipose
PAT002_SPOT_22_00,PAT002-BC-2026,adipose
PAT002_SPOT_22_01,PAT002-BC-2026,adipose
PAT002_SPOT_22_02,PAT002-BC-2026,adipose
PAT002_SPOT_22_03,PAT002-BC-2026,immune_infiltrate
PAT002_SPOT_22_04,PAT002-BC-2026,stroma
PAT002_SPOT_22_05,PAT002-BC-2026,immune_infiltrate
PAT002_SPOT_22_06,PAT002-BC-2026,immune_infiltrate
PAT002_SPOT_22_07,PAT002-BC-2026,stroma
PAT002_SPOT_22_08,PAT002-BC-2026,tumor_core
PAT002_SPOT_22_09,PAT002-BC-2026,tumor_core
PAT002_SPOT_22_10,PAT002-BC-2026,tumor_core
PAT002_SPOT_22_11,PAT002-BC-2026,tumor_core
PAT002_SPOT_22_12,PAT002-BC-2026,tumor_core
PAT002_SPOT_22_13,PAT002-BC-2026,tumor_core
PAT002_SPOT_22_14,PAT002-BC-2026,tumor_core
PAT002_SPOT_22_15,PAT002-BC-2026,tumor_core
PAT002_SPOT_22_16,PAT002-BC-2026,tumor_core
PAT002_SPOT_22_17,PAT002-BC-2026,tumor_core
PAT002_SPOT_22_18,PAT002-BC-2026,tumor_core
PAT002_SPOT_22_19,PAT002-BC-2026,tumor_core
PAT002_SPOT_22_20,PAT002-BC-2026,tumor_core
PAT002_SPOT_22_21,PAT002-BC-2026,tumor_core
PAT002_SPOT_22_22,PAT002-BC-2026,tumor_core
PAT002_SPOT_22_23,PAT002-BC-2026,stroma
PAT002_SPOT_22_24,PAT002-BC-2026,stroma
PAT002_SPOT_22_25,PAT002-BC-2026,stroma
PAT002_SPOT_22_26,PAT002-BC-2026,stroma
PAT002_SPOT_22_27,PAT002-BC-2026,stroma
PAT002_SPOT_22_28,PAT002-BC-2026,adipose
PAT002_SPOT_22_29,PAT002-BC-2026,adipose
PAT002_SPOT_23_00,PAT002-BC-2026,adipose
PAT002_SPOT_23_01,PAT002-BC-2026,adipose
PAT002_SPOT_23_02,PAT002-BC-2026,adipose
PAT002_SPOT_23_03,PAT002-BC-2026,adipose
PAT002_SPOT_23_04,PAT002-BC-2026,stroma
PAT002_SPOT_23_05,PAT002-BC-2026,stroma
PAT002_SPOT_23_06,PAT002-BC-2026,stroma
PAT002_SPOT_23_07,PAT002-BC-2026,stroma
PAT002_SPOT_23_08,PAT002-BC-2026,immune_infiltrate
PAT002_SPOT_23_09,PAT002-BC-2026,stroma
PAT002_SPOT_23_10,PAT002-BC-2026,tumor_core
PAT002_SPOT_23_11,PAT002-BC-2026,tumor_core
PAT002_SPOT_23_12,PAT002-BC-2026,tumor_core
PAT002_SPOT_23_13,PAT002-BC-2026,tumor_core
PAT002_SPOT_23_14,PAT002-BC-2026,tumor_core
PAT002_SPOT_23_15,PAT002-BC-2026,tumor_core
PAT002_SPOT_23_16,PAT002-BC-2026,tumor_core
PAT002_SPOT_23_17,PAT002-BC-2026,tumor_core
PAT002_SPOT_23_18,PAT002-BC-2026,tumor_core
PAT002_SPOT_23_19,PAT002-BC-2026,tumor_core
PAT002_SPOT_23_20,PAT002-BC-2026,tumor_core
PAT002_SPOT_23_21,PAT002-BC-2026,immune_infiltrate
PAT002_SPOT_23_22,PAT002-BC-2026,stroma
PAT002_SPOT_23_23,PAT002-BC-2026,stroma
PAT002_SPOT_23_24,PAT002-BC-2026,immune_infiltrate
PAT002_SPOT_23_25,PAT002-BC-2026,immune_infiltrate
PAT002_SPOT_23_26,PAT002-BC-2026,immune_infiltrate
PAT002_SPOT_23_27,PAT002-BC-2026,adipose
PAT002_SPOT_23_28,PAT002-BC-2026,adipose
PAT002_SPOT_23_29,PAT002-BC-2026,adipose
PAT002_SPOT_24_00,PAT002-BC-2026,adipose
PAT002_SPOT_24_01,PAT002-BC-2026,adipose
PAT002_SPOT_24_02,PAT002-BC-2026,adipose
PAT002_SPOT_24_03,PAT002-BC-2026,adipose
PAT002_SPOT_24_04,PAT002-BC-2026,adipose
PAT002_SPOT_24_05,PAT002-BC-2026,immune_infiltrate
PAT002_SPOT_24_06,PAT002-BC-2026,stroma
PAT002_SPOT_24_07,PAT002-BC-2026,stroma
PAT002_SPOT_24_08,PAT002-BC-2026,stroma
PAT002_SPOT_24_09,PAT002-BC-2026,stroma
PAT002_SPOT_24_10,PAT002-BC-2026,immune_infiltrate
PAT002_SPOT_24_11,PAT002-BC-2026,tumor_core
PAT002_SPOT_24_12,PAT002-BC-2026,tumor_core
PAT002_SPOT_24_13,PAT002-BC-2026,tumor_core
PAT002_SPOT_24_14,PAT002-BC-2026,tumor_core
PAT002_SPOT_24_15,PAT002-BC-2026,tumor_core
PAT002_SPOT_24_16,PAT002-BC-2026,tumor_core
PAT002_SPOT_24_17,PAT002-BC-2026,tumor_core
PAT002_SPOT_24_18,PAT002-BC-2026,tumor_core
PAT002_SPOT_24_19,PAT002-BC-2026,tumor_core
PAT002_SPOT_24_20,PAT002-BC-2026,immune_infiltrate
PAT002_SPOT_24_21,PAT002-BC-2026,stroma
PAT002_SPOT_24_22,PAT002-BC-2026,immune_infiltrate
PAT002_SPOT_24_23,PAT002-BC-2026,stroma
PAT002_SPOT_24_24,PAT002-BC-2026,stroma
PAT002_SPOT_24_25,PAT002-BC-2026,stroma
PAT002_SPOT_24_26,PAT002-BC-2026,adipose
PAT002_SPOT_24_27,PAT002-BC-2026,adipose
PAT002_SPOT_24_28,PAT002-BC-2026,adipose
PAT002_SPOT_24_29,PAT002-BC-2026,adipose
PAT002_SPOT_25_00,PAT002-BC-2026,adipose
PAT002_SPOT_25_01,PAT002-BC-2026,adipose
PAT002_SPOT_25_02,PAT002-BC-2026,adipose
PAT002_SPOT_25_03,PAT002-BC-2026,adipose
PAT002_SPOT_25_04,PAT002-BC-2026,adipose
PAT002_SPOT_25_05,PAT002-BC-2026,normal_epithelium
PAT002_SPOT_25_06,PAT002-BC-2026,stroma
PAT002_SPOT_25_07,PAT002-BC-2026,immune_infiltrate
PAT002_SPOT_25_08,PAT002-BC-2026,immune_infiltrate
PAT002_SPOT_25_09,PAT002-BC-2026,stroma
PAT002_SPOT_25_10,PAT002-BC-2026,stroma
PAT002_SPOT_25_11,PAT002-BC-2026,stroma
PAT002_SPOT_25_12,PAT002-BC-2026,immune_infiltrate
PAT002_SPOT_25_13,PAT002-BC-2026,stroma
PAT002_SPOT_25_14,PAT002-BC-2026,immune_infiltrate
PAT002_SPOT_25_15,PAT002-BC-2026,stroma
PAT002_SPOT_25_16,PAT002-BC-2026,stroma
PAT002_SPOT_25_17,PAT002-BC-2026,stroma
PAT002_SPOT_25_18,PAT002-BC-2026,stroma
PAT002_SPOT_25_19,PAT002-BC-2026,immune_infiltrate
PAT002_SPOT_25_20,PAT002-BC-2026,immune_infiltrate
PAT002_SPOT_25_21,PAT002-BC-2026,immune_infiltrate
PAT002_SPOT_25_22,PAT002-BC-2026,immune_infiltrate
PAT002_SPOT_25_23,PAT002-BC-2026,immune_infiltrate
PAT002_SPOT_25_24,PAT002-BC-2026,stroma
PAT002_SPOT_25_25,PAT002-BC-2026,normal_epithelium
PAT002_SPOT_25_26,PAT002-BC-2026,adipose
PAT002_SPOT_25_27,PAT002-BC-2026,adipose
PAT002_SPOT_25_28,PAT002-BC-2026,adipose
PAT002_SPOT_25_29,PAT002-BC-2026,adipose
PAT002_SPOT_26_00,PAT002-BC-2026,adipose
PAT002_SPOT_26_01,PAT002-BC-2026,adipose
PAT002_SPOT_26_02,PAT002-BC-2026,adipose
PAT002_SPOT_26_03,PAT002-BC-2026,adipose
PAT002_SPOT_26_04,PAT002-BC-2026,adipose
PAT002_SPOT_26_05,PAT002-BC-2026,adipose
PAT002_SPOT_26_06,PAT002-BC-2026,adipose
PAT002_SPOT_26_07,PAT002-BC-2026,immune_infiltrate
PAT002_SPOT_26_08,PAT002-BC-2026,immune_infiltrate
PAT002_SPOT_26_09,PAT002-BC-2026,immune_infiltrate
PAT002_SPOT_26_10,PAT002-BC-2026,stroma
PAT002_SPOT_26_11,PAT002-BC-2026,stroma
PAT002_SPOT_26_12,PAT002-BC-2026,stroma
PAT002_SPOT_26_13,PAT002-BC-2026,stroma
PAT002_SPOT_26_14,PAT002-BC-2026,stroma
PAT002_SPOT_26_15,PAT002-BC-2026,immune_infiltrate
PAT002_SPOT_26_16,PAT002-BC-2026,stroma
PAT002_SPOT_26_17,PAT002-BC-2026,stroma
PAT002_SPOT_26_18,PAT002-BC-2026,stroma
PAT002_SPOT_26_19,PAT002-BC-2026,stroma
PAT002_SPOT_26_20,PAT002-BC-2026,stroma
PAT002_SPOT_26_21,PAT002-BC-2026,immune_infiltrate
PAT002_SPOT_26_22,PAT002-BC-2026,stroma
PAT002_SPOT_26_23,PAT002-BC-2026,immune_infiltrate
PAT002_SPOT_26_24,PAT002-BC-2026,adipose
PAT002_SPOT_26_25,PAT002-BC-2026,adipose
PAT002_SPOT_26_26,PAT002-BC-2026,adipose
PAT002_SPOT_26_27,PAT002-BC-2026,adipose
PAT002_SPOT_26_28,PAT002-BC-2026,adipose
PAT002_SPOT_26_29,PAT002-BC-2026,adipose
PAT002_SPOT_27_00,PAT002-BC-2026,adipose
PAT002_SPOT_27_01,PAT002-BC-2026,adipose
PAT002_SPOT_27_02,PAT002-BC-2026,adipose
PAT002_SPOT_27_03,PAT002-BC-2026,adipose
PAT002_SPOT_27_04,PAT002-BC-2026,adipose
PAT002_SPOT_27_05,PAT002-BC-2026,adipose
PAT002_SPOT_27_06,PAT002-BC-2026,adipose
PAT002_SPOT_27_07,PAT002-BC-2026,adipose
PAT002_SPOT_27_08,PAT002-BC-2026,stroma
PAT002_SPOT_27_09,PAT002-BC-2026,stroma
PAT002_SPOT_27_10,PAT002-BC-2026,stroma
PAT002_SPOT_27_11,PAT002-BC-2026,stroma
PAT002_SPOT_27_12,PAT002-BC-2026,stroma
PAT002_SPOT_27_13,PAT002-BC-2026,stroma
PAT002_SPOT_27_14,PAT002-BC-2026,stroma
PAT002_SPOT_27_15,PAT002-BC-2026,immune_infiltrate
PAT002_SPOT_27_16,PAT002-BC-2026,stroma
PAT002_SPOT_27_17,PAT002-BC-2026,immune_infiltrate
PAT002_SPOT_27_18,PAT002-BC-2026,immune_infiltrate
PAT002_SPOT_27_19,PAT002-BC-2026,stroma
PAT002_SPOT_27_20,PAT002-BC-2026,stroma
PAT002_SPOT_27_21,PAT002-BC-2026,stroma
PAT002_SPOT_27_22,PAT002-BC-2026,stroma
PAT002_SPOT_27_23,PAT002-BC-2026,adipose
PAT002_SPOT_27_24,PAT002-BC-2026,adipose
PAT002_SPOT_27_25,PAT002-BC-2026,adipose
PAT002_SPOT_27_26,PAT002-BC-2026,adipose
PAT002_SPOT_27_27,PAT002-BC-2026,adipose
PAT002_SPOT_27_28,PAT002-BC-2026,adipose
PAT002_SPOT_27_29,PAT002-BC-2026,adipose
PAT002_SPOT_28_00,PAT002-BC-2026,adipose
PAT002_SPOT_28_01,PAT002-BC-2026,adipose
PAT002_SPOT_28_02,PAT002-BC-2026,adipose
PAT002_SPOT_28_03,PAT002-BC-2026,adipose
PAT002_SPOT_28_04,PAT002-BC-2026,adipose
PAT002_SPOT_28_05,PAT002-BC-2026,adipose
PAT002_SPOT_28_06,PAT002-BC-2026,adipose
PAT002_SPOT_28_07,PAT002-BC-2026,adipose
PAT002_SPOT_28_08,PAT002-BC-2026,adipose
PAT002_SPOT_28_09,PAT002-BC-2026,adipose
PAT002_SPOT_28_10,PAT002-BC-2026,immune_infiltrate
PAT002_SPOT_28_11,PAT002-BC-2026,stroma
PAT002_SPOT_28_12,PAT002-BC-2026,stroma
PAT002_SPOT_28_13,PAT002-BC-2026,immune_infiltrate
PAT002_SPOT_28_14,PAT002-BC-2026,stroma
PAT002_SPOT_28_15,PAT002-BC-2026,stroma
PAT002_SPOT_28_16,PAT002-BC-2026,stroma
PAT002_SPOT_28_17,PAT002-BC-2026,immune_infiltrate
PAT002_SPOT_28_18,PAT002-BC-2026,stroma
PAT002_SPOT_28_19,PAT002-BC-2026,immune_infiltrate
PAT002_SPOT_28_20,PAT002-BC-2026,immune_infiltrate
PAT002_SPOT_28_21,PAT002-BC-2026,adipose
PAT002_SPOT_28_22,PAT002-BC-2026,adipose
PAT002_SPOT_28_23,PAT002-BC-2026,adipose
PAT002_SPOT_28_24,PAT002-BC-2026,adipose
PAT002_SPOT_28_25,PAT002-BC-2026,adipose
PAT002_SPOT_28_26,PAT002-BC-2026,adipose
PAT002_SPOT_28_27,PAT002-BC-2026,adipose
PAT002_SPOT_28_28,PAT002-BC-2026,adipose
PAT002_SPOT_28_29,PAT002-BC-2026,adipose
PAT002_SPOT_29_00,PAT002-BC-2026,adipose
PAT002_SPOT_29_01,PAT002-BC-2026,adipose
PAT002_SPOT_29_02,PAT002-BC-2026,adipose
PAT002_SPOT_29_03,PAT002-BC-2026,adipose
PAT002_SPOT_29_04,PAT002-BC-2026,adipose
PAT002_SPOT_29_05,PAT002-BC-2026,adipose
PAT002_SPOT_29_06,PAT002-BC-2026,adipose
PAT002_SPOT_29_07,PAT002-BC-2026,adipose
PAT002_SPOT_29_08,PAT002-BC-2026,adipose
PAT002_SPOT_29_09,PAT002-BC-2026,adipose
PAT002_SPOT_29_10,PAT002-BC-2026,adipose
PAT002_SPOT_29_11,PAT002-BC-2026,adipose
PAT002_SPOT_29_12,PAT002-BC-2026,adipose
PAT002_SPOT_29_13,PAT002-BC-2026,adipose
PAT002_SPOT_29_14,PAT002-BC-2026,adipose
PAT002_SPOT_29_15,PAT002-BC-2026,adipose
PAT002_SPOT_29_16,PAT002-BC-2026,adipose
PAT002_SPOT_29_17,PAT002-BC-2026,adipose
PAT002_SPOT_29_18,PAT002-BC-2026,adipose
PAT002_SPOT_29_19,PAT002-BC-2026,adipose
PAT002_SPOT_29_20,PAT002-BC-2026,adipose
PAT002_SPOT_29_21,PAT002-BC-2026,adipose
PAT002_SPOT_29_22,PAT002-BC-2026,adipose
PAT002_SPOT_29_23,PAT002-BC-2026,adipose
PAT002_SPOT_29_24,PAT002-BC-2026,adipose
PAT002_SPOT_29_25,PAT002-BC-2026,adipose
PAT002_SPOT_29_26,PAT002-BC-2026,adipose
PAT002_SPOT_29_27,PAT002-BC-2026,adipose
PAT002_SPOT_29_28,PAT002-BC-2026,adipose
PAT002_SPOT_29_29,PAT002-BC-2026,adipose
